,level_0,bodyparts,DLC_mobnet_100_GHCApr1shuffle1_205000likelihood,DLC_mobnet_100_GHCApr1shuffle1_205000x,DLC_mobnet_100_GHCApr1shuffle1_205000y
0,0,left_arm_to_body,0.01900896430015564,206.13877868652344,89.17304992675781
1,0,left_elbowinside,0.0850570797920227,289.5266418457031,130.01780700683594
2,0,left_elbowoutside,0.003023207187652588,285.9096374511719,149.3224639892578
3,0,left_finger_1,0.023378223180770874,330.91339111328125,157.86636352539062
4,0,left_finger_2,0.0069213807582855225,332.480224609375,158.9953155517578
5,0,left_finger_endpoint,0.0095730721950531,330.68505859375,153.421875
6,0,left_finger_endpoint2,0.0006789267063140869,297.5375061035156,130.26951599121094
7,0,left_finger_thumb,0.003348439931869507,393.0188293457031,105.80392456054688
8,0,left_insidepalm_thumbarea,0.0010695159435272217,397.8871154785156,108.04318237304688
9,0,left_palm_knukles1,0.0064865946769714355,330.6434326171875,152.33389282226562
10,0,left_palm_thumbfingertohandjoint,0.0023002922534942627,330.5430908203125,151.25628662109375
11,0,left_shoulderpoint,0.4597371220588684,175.97547912597656,57.8226432800293
12,0,left_wrist_leftside,0.025105208158493042,155.81912231445312,56.211265563964844
13,0,left_wrist_rightside,0.005292385816574097,323.287109375,142.03118896484375
14,0,right_arm_to_body,0.0768217146396637,155.1146240234375,115.470458984375
15,0,right_elbowinside,0.0008921027183532715,279.13525390625,119.3738021850586
16,0,right_elbowoutside,0.007420063018798828,158.71975708007812,195.9154052734375
17,0,right_finger_1,0.00031828880310058594,158.01060485839844,193.00953674316406
18,0,right_finger_2,0.0002612471580505371,83.92616271972656,106.94658660888672
19,0,right_finger_endpoint,0.00025159120559692383,286.6109924316406,120.2774887084961
20,0,right_finger_endpoint2,0.0005447566509246826,312.9162292480469,196.169189453125
21,0,right_finger_thumb,0.0012471675872802734,327.25018310546875,175.38575744628906
22,0,right_insidepalm_thumbarea,0.0006597936153411865,156.2996063232422,108.52301788330078
23,0,right_palm_knukles1,0.0012764930725097656,331.30975341796875,158.17239379882812
24,0,right_palm_thumbfingertohandjoint,0.0006775557994842529,154.06846618652344,109.94125366210938
25,0,right_shoulderpoint,0.08906903862953186,157.4900665283203,106.67163848876953
26,0,right_wrist_leftside,0.007864177227020264,329.6677551269531,159.40374755859375
27,0,right_wrist_rightside,0.10312807559967041,329.1322326660156,169.94149780273438
28,1,left_arm_to_body,0.015308409929275513,205.79917907714844,88.83622741699219
29,1,left_elbowinside,0.07464525103569031,282.6337890625,128.7666015625
30,1,left_elbowoutside,0.0020897984504699707,213.56307983398438,157.58285522460938
31,1,left_finger_1,0.014118880033493042,331.42999267578125,159.55914306640625
32,1,left_finger_2,0.0082186758518219,331.98260498046875,161.1953125
33,1,left_finger_endpoint,0.003611326217651367,320.48187255859375,166.12347412109375
34,1,left_finger_endpoint2,0.0008364021778106689,313.83355712890625,158.7936248779297
35,1,left_finger_thumb,0.00496557354927063,392.4920959472656,105.49451446533203
36,1,left_insidepalm_thumbarea,0.0011520087718963623,397.1965637207031,107.3437728881836
37,1,left_palm_knukles1,0.015891581773757935,332.0583801269531,158.3573760986328
38,1,left_palm_thumbfingertohandjoint,0.003170520067214966,337.07525634765625,162.5242156982422
39,1,left_shoulderpoint,0.3401170074939728,176.51426696777344,59.29332733154297
40,1,left_wrist_leftside,0.01707366108894348,157.03858947753906,55.52302551269531
41,1,left_wrist_rightside,0.007195800542831421,309.85064697265625,133.90170288085938
42,1,right_arm_to_body,0.1353015899658203,157.93035888671875,124.11377716064453
43,1,right_elbowinside,0.0007516443729400635,142.5245819091797,187.9721221923828
44,1,right_elbowoutside,0.011945188045501709,159.6025390625,195.81845092773438
45,1,right_finger_1,0.000453948974609375,338.45172119140625,176.5522003173828
46,1,right_finger_2,0.0008416175842285156,344.85565185546875,159.32827758789062
47,1,right_finger_endpoint,0.00031492114067077637,347.2997131347656,172.13992309570312
48,1,right_finger_endpoint2,0.000912785530090332,344.12689208984375,161.3967742919922
49,1,right_finger_thumb,0.0016033351421356201,343.3145446777344,156.73556518554688
50,1,right_insidepalm_thumbarea,0.003170490264892578,345.5044860839844,157.7707061767578
51,1,right_palm_knukles1,0.0023571252822875977,346.12762451171875,158.7327880859375
52,1,right_palm_thumbfingertohandjoint,0.0020329952239990234,345.60186767578125,159.73333740234375
53,1,right_shoulderpoint,0.03762194514274597,157.24945068359375,107.45861053466797
54,1,right_wrist_leftside,0.006758332252502441,326.07720947265625,171.8342742919922
55,1,right_wrist_rightside,0.13180825114250183,328.45111083984375,172.93252563476562
56,2,left_arm_to_body,0.023057520389556885,205.160888671875,89.73834991455078
57,2,left_elbowinside,0.1362593173980713,282.0889587402344,129.04493713378906
58,2,left_elbowoutside,0.0024400651454925537,213.24453735351562,158.0845489501953
59,2,left_finger_1,0.018570005893707275,330.82000732421875,159.56329345703125
60,2,left_finger_2,0.005333691835403442,331.38671875,160.7404327392578
61,2,left_finger_endpoint,0.0049700140953063965,330.33721923828125,155.54527282714844
62,2,left_finger_endpoint2,0.00037747621536254883,309.74267578125,151.12167358398438
63,2,left_finger_thumb,0.00220566987991333,394.5069274902344,107.32848358154297
64,2,left_insidepalm_thumbarea,0.0006968677043914795,397.3349609375,110.04996490478516
65,2,left_palm_knukles1,0.007915675640106201,331.02630615234375,157.61788940429688
66,2,left_palm_thumbfingertohandjoint,0.003615140914916992,335.73516845703125,162.76377868652344
67,2,left_shoulderpoint,0.20601776242256165,177.07276916503906,58.59925079345703
68,2,left_wrist_leftside,0.021306931972503662,158.12863159179688,54.251102447509766
69,2,left_wrist_rightside,0.024078845977783203,308.6025695800781,133.41845703125
70,2,right_arm_to_body,0.3387538194656372,157.3439483642578,125.70559692382812
71,2,right_elbowinside,0.0005618631839752197,375.75811767578125,139.12864685058594
72,2,right_elbowoutside,0.008340150117874146,161.43670654296875,195.8908233642578
