,level_0,bodyparts,DLC_mobnet_100_GHCApr1shuffle1_205000likelihood,DLC_mobnet_100_GHCApr1shuffle1_205000x,DLC_mobnet_100_GHCApr1shuffle1_205000y
0,0,left_arm_to_body,0.9999709129333496,389.79925537109375,170.07205200195312
1,0,left_elbowinside,0.9968153238296509,452.8245544433594,120.41542053222656
2,0,left_elbowoutside,0.5067001581192017,497.6566467285156,165.21115112304688
3,0,left_finger_1,0.1397511065006256,447.6971130371094,104.2121810913086
4,0,left_finger_2,0.006017595529556274,451.267578125,100.64421081542969
5,0,left_finger_endpoint,0.001104593276977539,453.3580017089844,107.10784149169922
6,0,left_finger_endpoint2,0.0006347596645355225,111.05034637451172,126.11115264892578
7,0,left_finger_thumb,0.9617108702659607,430.0865173339844,99.61050415039062
8,0,left_insidepalm_thumbarea,0.0015467405319213867,454.5010070800781,103.76129913330078
9,0,left_palm_knukles1,0.037895262241363525,448.3600769042969,93.06556701660156
10,0,left_palm_thumbfingertohandjoint,0.9008325338363647,445.9815673828125,98.95560455322266
11,0,left_shoulderpoint,0.9995875954627991,342.5732116699219,107.21695709228516
12,0,left_wrist_leftside,0.9716323614120483,478.9620056152344,90.04493713378906
13,0,left_wrist_rightside,0.9993886947631836,455.90423583984375,83.82789611816406
14,0,right_arm_to_body,0.015871375799179077,448.4413757324219,190.30056762695312
15,0,right_elbowinside,0.026285022497177124,478.7668151855469,136.02230834960938
16,0,right_elbowoutside,0.017294257879257202,411.8575134277344,99.31828308105469
17,0,right_finger_1,0.006443232297897339,174.07945251464844,177.20721435546875
18,0,right_finger_2,0.009837955236434937,581.249267578125,-3.1742453575134277
19,0,right_finger_endpoint,0.004165530204772949,449.4247131347656,95.92249298095703
20,0,right_finger_endpoint2,0.01036033034324646,575.8262939453125,12.798331260681152
21,0,right_finger_thumb,0.003905385732650757,194.5562744140625,168.16525268554688
22,0,right_insidepalm_thumbarea,0.000414431095123291,574.3037109375,282.1684265136719
23,0,right_palm_knukles1,0.006965279579162598,584.4605712890625,-2.967869758605957
24,0,right_palm_thumbfingertohandjoint,0.0006196200847625732,585.9036254882812,288.8061218261719
25,0,right_shoulderpoint,0.010515451431274414,453.9591979980469,162.1266326904297
26,0,right_wrist_leftside,0.0036017000675201416,472.85260009765625,89.55342864990234
27,0,right_wrist_rightside,0.003906667232513428,486.724365234375,91.78069305419922
28,1,left_arm_to_body,0.9999717473983765,390.33685302734375,169.59188842773438
29,1,left_elbowinside,0.9957674741744995,452.54833984375,121.47635650634766
30,1,left_elbowoutside,0.6020094156265259,497.2723083496094,165.3867645263672
31,1,left_finger_1,0.06604185700416565,449.6683044433594,105.35005950927734
32,1,left_finger_2,0.0036714673042297363,192.10818481445312,171.34886169433594
33,1,left_finger_endpoint,0.0024761855602264404,181.02549743652344,183.91827392578125
34,1,left_finger_endpoint2,0.0010764598846435547,111.76399230957031,126.79777526855469
35,1,left_finger_thumb,0.9269427061080933,430.05841064453125,100.44975280761719
36,1,left_insidepalm_thumbarea,0.0011463165283203125,454.50592041015625,103.84973907470703
37,1,left_palm_knukles1,0.02183583378791809,448.4956970214844,93.23223114013672
38,1,left_palm_thumbfingertohandjoint,0.88625568151474,446.6026916503906,99.77105712890625
39,1,left_shoulderpoint,0.9991340041160583,343.73260498046875,107.08674621582031
40,1,left_wrist_leftside,0.9621412754058838,478.2666931152344,90.32051849365234
41,1,left_wrist_rightside,0.9991244077682495,456.11907958984375,84.78675079345703
42,1,right_arm_to_body,0.019418001174926758,443.705078125,189.10089111328125
43,1,right_elbowinside,0.026342272758483887,478.96575927734375,136.5148468017578
44,1,right_elbowoutside,0.014787793159484863,507.1842956542969,145.36058044433594
45,1,right_finger_1,0.013754785060882568,175.2051544189453,176.66188049316406
46,1,right_finger_2,0.008034497499465942,581.5130004882812,-3.1587653160095215
47,1,right_finger_endpoint,0.005120426416397095,449.9831848144531,96.39350891113281
48,1,right_finger_endpoint2,0.0076445043087005615,575.90380859375,12.895912170410156
49,1,right_finger_thumb,0.0016906261444091797,588.3052368164062,7.43129825592041
50,1,right_insidepalm_thumbarea,0.0006926953792572021,60.85017776489258,363.74957275390625
51,1,right_palm_knukles1,0.011340796947479248,58.444244384765625,367.19146728515625
52,1,right_palm_thumbfingertohandjoint,0.0005893707275390625,585.1235961914062,288.6873474121094
53,1,right_shoulderpoint,0.007889747619628906,106.14403533935547,82.16989135742188
54,1,right_wrist_leftside,0.004919677972793579,56.38250732421875,363.7895812988281
55,1,right_wrist_rightside,0.0034013092517852783,486.42041015625,92.36393737792969
56,2,left_arm_to_body,0.999955415725708,391.0083312988281,169.62652587890625
57,2,left_elbowinside,0.9959913492202759,451.61199951171875,121.71640014648438
58,2,left_elbowoutside,0.5793108940124512,496.5030822753906,165.2066192626953
59,2,left_finger_1,0.09104958176612854,450.0828552246094,105.88933563232422
60,2,left_finger_2,0.0028550922870635986,456.36846923828125,100.94960021972656
61,2,left_finger_endpoint,0.009074240922927856,183.12770080566406,185.73963928222656
62,2,left_finger_endpoint2,0.0007658004760742188,111.77090454101562,126.38582611083984
63,2,left_finger_thumb,0.9256572723388672,430.55499267578125,100.9755859375
64,2,left_insidepalm_thumbarea,0.0014179646968841553,454.49603271484375,104.32201385498047
65,2,left_palm_knukles1,0.03331318497657776,448.9118347167969,93.35539245605469
66,2,left_palm_thumbfingertohandjoint,0.890407145023346,447.00811767578125,100.39643096923828
67,2,left_shoulderpoint,0.9991354942321777,344.05743408203125,107.49394226074219
68,2,left_wrist_leftside,0.9751235246658325,478.57025146484375,90.41300201416016
69,2,left_wrist_rightside,0.9995013475418091,456.2355651855469,84.94261932373047
70,2,right_arm_to_body,0.034763216972351074,445.8549499511719,191.39674377441406
71,2,right_elbowinside,0.029143810272216797,479.1646728515625,136.5848388671875
72,2,right_elbowoutside,0.011701732873916626,411.2493896484375,100.80181121826172
73,2,right_finger_1,0.01506727933883667,173.09332275390625,179.23536682128906
74,2,right_finger_2,0.01467791199684143,580.933837890625,-2.6294779777526855
75,2,right_finger_endpoint,0.005650341510772705,450.08599853515625,96.49293518066406
76,2,right_finger_endpoint2,0.017729192972183228,575.9212646484375,12.959312438964844
77,2,right_finger_thumb,0.003903508186340332,588.4808959960938,6.907141208648682
78,2,right_insidepalm_thumbarea,0.0007186532020568848,61.36344909667969,364.07568359375
79,2,right_palm_knukles1,0.010871976613998413,58.89077377319336,367.73260498046875
80,2,right_palm_thumbfingertohandjoint,0.0005334019660949707,563.2596435546875,285.98199462890625
81,2,right_shoulderpoint,0.009756118059158325,123.40850830078125,82.93685150146484
82,2,right_wrist_leftside,0.004107564687728882,56.72040557861328,363.9514465332031
83,2,right_wrist_rightside,0.009288668632507324,124.36253356933594,251.27597045898438
84,3,left_arm_to_body,0.9999684691429138,391.5638427734375,166.6612548828125
85,3,left_elbowinside,0.9946314096450806,451.2771911621094,122.2972183227539
86,3,left_elbowoutside,0.5181103348731995,495.1107177734375,164.88104248046875
87,3,left_finger_1,0.16971144080162048,450.30902099609375,106.22477722167969
88,3,left_finger_2,0.003956466913223267,456.5984191894531,101.4526596069336
89,3,left_finger_endpoint,0.0010995268821716309,57.43247604370117,360.44244384765625
90,3,left_finger_endpoint2,0.0006256997585296631,327.08489990234375,227.57960510253906
91,3,left_finger_thumb,0.934959888458252,431.7134094238281,101.20343780517578
92,3,left_insidepalm_thumbarea,0.001971900463104248,454.828369140625,104.62242126464844
93,3,left_palm_knukles1,0.05533182621002197,449.2147216796875,93.42709350585938
94,3,left_palm_thumbfingertohandjoint,0.8958171606063843,447.6165771484375,100.9643783569336
95,3,left_shoulderpoint,0.9993102550506592,342.9565124511719,108.37957000732422
96,3,left_wrist_leftside,0.9822168946266174,478.6339416503906,90.14175415039062
97,3,left_wrist_rightside,0.999661922454834,456.0644836425781,84.81819915771484
98,3,right_arm_to_body,0.06146198511123657,445.85577392578125,191.2914276123047
99,3,right_elbowinside,0.05394735932350159,479.6861267089844,136.3162841796875
100,3,right_elbowoutside,0.028192609548568726,411.0813903808594,101.42578887939453
101,3,right_finger_1,0.007122993469238281,582.7517700195312,4.714155673980713
102,3,right_finger_2,0.01300165057182312,581.80126953125,-1.8143577575683594
103,3,right_finger_endpoint,0.004603713750839233,450.3226623535156,96.02790832519531
